formula,minimum Number,range Number,avg_dev Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,maximum AtomicWeight,mean AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,maximum Row,range Row,avg_dev Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,range NfUnfilled,mean NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,bandgap_transformed
Bi2CO5,6.0,77.0,28.25,77.0,87.0,10.0,85.5,2.125,87.0,208.9804,63.7460625,15.9994,54.8,3823.0,3768.2,648.225,793.6937500000001,54.8,14.0,16.0,2.0,15.5,0.625,16.0,6.0,4.0,1.5,66.0,148.0,82.0,87.75,30.125,66.0,2.02,3.44,1.42,2.97375,0.5828125,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.5,0.625,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,14.0,3.5,5.25,0.0,4.0,29.0,25.0,11.5,8.75,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.5,0.625,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.5,0.625,2.0,5.64,32.95,14.633125,9.158437500000002,9.105,0.0,4.496,0.562,0.9835,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,34.75,39.8125,12.0,1.4861396960896067
Bi2I4O13,8.0,75.0,23.76731301939058,86.0,96.0,10.0,88.78947368421052,3.0360110803324063,87.0,208.9804,59.661625263157894,15.9994,54.8,544.4,489.6,176.2421052631579,166.18393351800557,54.8,15.0,17.0,2.0,16.105263157894736,0.3767313019390578,16.0,6.0,4.0,1.440443213296399,66.0,148.0,82.0,90.0,32.8421052631579,66.0,2.02,3.44,1.42,3.126315789473684,0.4292520775623267,3.44,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.105263157894737,0.3767313019390583,4.0,0.0,10.0,10.0,3.1578947368421053,4.321329639889197,0.0,0.0,14.0,1.4736842105263157,2.6371191135734073,0.0,6.0,29.0,23.0,10.736842105263158,6.481994459833795,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.894736842105263,0.3767313019390582,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.894736842105263,0.3767313019390582,2.0,9.105,43.015,18.753947368421056,13.203822714681442,9.105,0.0,1.062,0.223578947368421,0.3530193905817174,0.0,0.0,0.0,0.0,0.0,0.0,12.0,64.0,52.0,22.94736842105263,17.28531855955679,12.0,1.4586150226995167
Bi2Mo2Se2O13,8.0,75.0,19.44598337950139,50.0,89.0,39.0,83.21052631578948,6.991689750692516,87.0,208.9804,51.35752631578947,15.9994,54.8,2896.0,2841.2,451.64210526315793,543.0470914127424,54.8,6.0,16.0,10.0,14.842105263157896,1.8614958448753456,16.0,6.0,4.0,1.296398891966759,66.0,154.0,88.0,89.57894736842105,32.26592797783933,66.0,2.02,3.44,1.42,3.062105263157895,0.5171191135734071,3.44,1.0,2.0,1.0,1.894736842105263,0.1883656509695291,2.0,0.0,4.0,4.0,3.473684210526316,0.8310249307479223,4.0,0.0,10.0,10.0,2.6315789473684212,3.601108033240998,0.0,0.0,14.0,1.4736842105263157,2.637119113573407,0.0,6.0,29.0,23.0,9.473684210526317,5.484764542936287,6.0,0.0,1.0,0.1052631578947368,0.188365650969529,0.0,0.0,3.0,3.0,1.894736842105263,0.3988919667590029,2.0,0.0,5.0,0.5263157894736842,0.9418282548476454,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,2.526315789473684,0.8310249307479223,2.0,9.105,32.95,14.078157894736842,6.805373961218836,9.105,0.0,0.799,0.0841052631578947,0.1505041551246537,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,35.05263157894737,40.83102493074793,12.0,1.423108334242607
Bi2O5,8.0,75.0,30.612244897959183,86.0,87.0,1.0,86.71428571428571,0.408163265306125,87.0,208.9804,71.13682857142858,15.9994,54.8,544.4,489.6,194.68571428571428,199.83673469387756,54.8,15.0,16.0,1.0,15.714285714285714,0.4081632653061228,16.0,6.0,4.0,1.6326530612244896,66.0,148.0,82.0,89.42857142857143,33.46938775510204,66.0,2.02,3.44,1.42,3.0342857142857143,0.5795918367346938,3.44,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.7142857142857144,0.4081632653061224,4.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,0.0,14.0,4.0,5.714285714285714,0.0,6.0,29.0,23.0,12.571428571428571,9.387755102040815,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.2857142857142856,0.4081632653061224,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.2857142857142856,0.4081632653061224,2.0,9.105,32.95,15.917857142857144,9.732653061224491,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,12.0,0.0,12.0,0.0
Bi2Pd3S2,16.0,67.0,20.0,62.0,88.0,26.0,76.28571428571429,12.244897959183673,62.0,208.9804,114.47868571428572,106.42,388.36,1828.05,1439.69,1049.952857142857,666.9404081632654,1828.05,10.0,16.0,6.0,13.142857142857142,2.693877551020408,10.0,6.0,3.0,0.979591836734694,105.0,148.0,43.0,131.85714285714286,15.346938775510202,139.0,2.02,2.58,0.56,2.257142857142857,0.1844897959183672,2.2,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,0.0,0.0,4.0,4.0,2.0,1.7142857142857142,0.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,10.0,0.0,14.0,4.0,5.714285714285714,0.0,6.0,29.0,23.0,14.285714285714286,8.408163265306124,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.4285714285714286,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.4285714285714286,1.2244897959183674,0.0,14.41,32.95,22.957678571428573,7.326581632653061,14.41,0.0,2.202,0.6291428571428571,0.8987755102040816,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,119.85714285714286,90.12244897959184,225.0,0.0
Bi2Pt,78.0,5.0,2.2222222222222237,63.0,86.0,23.0,78.33333333333333,10.222222222222223,86.0,208.9804,204.34826666666663,208.9804,544.4,2041.4,1497.0,1043.4,665.3333333333334,544.4,10.0,15.0,5.0,13.333333333333334,2.222222222222222,15.0,6.0,0.0,0.0,136.0,148.0,12.0,144.0,5.333333333333333,148.0,2.02,2.28,0.2599999999999998,2.106666666666667,0.1155555555555555,2.02,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,9.0,10.0,1.0,9.666666666666666,0.4444444444444446,10.0,14.0,0.0,14.0,0.0,14.0,24.0,29.0,5.0,27.333333333333332,2.2222222222222228,29.0,0.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,0.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.6666666666666665,0.4444444444444445,3.0,15.02,32.95,26.973333333333333,7.968888888888891,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,83.0,94.66666666666669,12.0,0.0
Bi2SI2O11,8.0,75.0,22.25,86.0,96.0,10.0,88.0625,1.984375,87.0,208.9804,54.989258750000005,15.9994,54.8,544.4,489.6,178.35375,169.88640625,54.8,15.0,17.0,2.0,16.0,0.25,16.0,6.0,4.0,1.2890625,66.0,148.0,82.0,87.8125,29.9921875,66.0,2.02,3.44,1.42,3.11125,0.4520312499999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.0,0.25,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,14.0,1.75,3.0625,0.0,6.0,29.0,23.0,10.25,6.375,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.25,2.0,9.105,43.015,17.366992187500003,11.360239257812502,9.105,0.0,2.202,0.270375,0.439359375,0.0,0.0,0.0,0.0,0.0,0.0,12.0,70.0,58.0,22.125,16.453125,12.0,1.556037135706985
Bi2Se3,34.0,49.0,23.52,86.0,89.0,3.0,87.8,1.4400000000000006,89.0,208.9804,130.96815999999998,78.96,494.0,544.4,50.39999999999998,514.1600000000001,24.192000000000007,494.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.96,120.0,148.0,28.0,131.2,13.439999999999998,120.0,2.02,2.55,0.5299999999999998,2.338,0.2543999999999998,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.719999999999999,0.0,16.0,29.0,13.0,21.2,6.24,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,32.95,28.732000000000006,3.3744000000000014,25.92,0.0,0.799,0.4794,0.38352,0.799,0.0,0.0,0.0,0.0,0.0,12.0,14.0,2.0,13.2,0.9600000000000002,14.0,0.30010459245033816
Bi2SeI2O11,8.0,75.0,22.859375,86.0,96.0,10.0,88.125,2.078125,87.0,208.9804,57.92019625,15.9994,54.8,544.4,489.6,184.95625,178.96484375,54.8,15.0,17.0,2.0,16.0,0.25,16.0,6.0,4.0,1.375,66.0,148.0,82.0,88.75,31.28125,66.0,2.02,3.44,1.42,3.109375,0.454609375,3.44,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.0,0.25,4.0,0.0,10.0,10.0,3.125,4.296875,0.0,0.0,14.0,1.75,3.0625,0.0,6.0,29.0,23.0,10.875,6.703125,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.25,2.0,9.105,43.015,17.3753125,11.3716796875,9.105,0.0,1.062,0.1826875,0.2968671874999999,0.0,0.0,0.0,0.0,0.0,0.0,12.0,64.0,52.0,18.625,11.34375,12.0,1.547562508716013
Bi2Te0.03Se2.97,34.0,49.0,23.4336,86.0,90.0,4.0,87.80600000000001,1.4447999999999976,89.0,208.9804,131.26,78.96,494.0,722.66,228.65999999999997,515.53196,25.57996848,494.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.957528,120.0,148.0,28.0,131.308,13.433904000000002,120.0,2.02,2.55,0.5299999999999998,2.3353,0.2550635999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.720000000000001,0.0,16.0,29.0,13.0,21.2,6.24,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,34.7633333333,28.78505999999981,3.4036912799997636,25.92,0.0,0.799,0.4773900000000001,0.38207268,0.799,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,14.028,1.6556640000000005,14.0,0.23901690047049992
Bi2Te0.1Se2.9,34.0,49.0,23.232,86.0,90.0,4.0,87.82,1.4560000000000013,89.0,208.9804,131.94096,78.96,494.0,722.66,228.65999999999997,518.7332,28.69051199999999,494.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.9512,120.0,148.0,28.0,131.56,13.4096,120.0,2.02,2.55,0.5299999999999998,2.3289999999999997,0.2563599999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.719999999999999,0.0,16.0,29.0,13.0,21.2,6.24,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,34.7633333333,28.908866666666007,3.467085333332561,25.92,0.0,0.799,0.4727,0.378508,0.799,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,15.960000000000004,5.441600000000003,14.0,0.5766133643039938
Bi2Te0.3Se2.7,34.0,49.0,22.656,86.0,90.0,4.0,87.86,1.4880000000000002,89.0,208.9804,133.88656,78.96,494.0,722.66,228.65999999999997,527.8796,36.589967999999985,494.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.9288,120.0,148.0,28.0,132.28,13.262400000000005,120.0,2.02,2.55,0.5299999999999998,2.311,0.2581199999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.720000000000001,0.0,16.0,29.0,13.0,21.2,6.24,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,34.7633333333,29.262599999998,3.610007999997841,25.92,0.0,0.799,0.4593,0.36744,0.799,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,21.48,15.6624,14.0,0.2151113796169455
Bi2Te0.45Se2.55,34.0,49.0,22.224,86.0,90.0,4.0,87.89,1.5119999999999998,89.0,208.9804,135.34575999999998,78.96,494.0,722.66,228.65999999999997,534.7393999999999,41.55418799999999,494.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.9078,120.0,148.0,28.0,132.82,13.0764,120.0,2.02,2.55,0.5299999999999998,2.2975000000000003,0.2575499999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.719999999999999,0.0,16.0,29.0,13.0,21.2,6.24,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,34.7633333333,29.527899999996997,3.68005799999694,25.92,0.0,0.799,0.44925,0.3594,0.799,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,25.619999999999997,22.748399999999997,14.0,0.1823215567939546
Bi2Te0.4Se2.6,34.0,49.0,22.368,86.0,90.0,4.0,87.88,1.504000000000001,89.0,208.9804,134.85936,78.96,494.0,722.66,228.65999999999997,532.4528,39.990911999999994,494.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.9152,120.0,148.0,28.0,132.64,13.145600000000002,120.0,2.02,2.55,0.5299999999999998,2.302,0.2579199999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.719999999999999,0.0,16.0,29.0,13.0,21.2,6.239999999999999,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,34.7633333333,29.439466666664003,3.66024533333056,25.92,0.0,0.799,0.4526,0.36208,0.799,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,24.24,20.4416,14.0,0.5306282510621704
Bi2Te0.6Se2.4,34.0,49.0,21.79199999999999,86.0,90.0,4.0,87.92,1.5359999999999996,89.0,208.9804,136.80496,78.96,494.0,722.66,228.65999999999997,541.5992,45.69523199999999,494.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.8832000000000001,120.0,148.0,28.0,133.36,12.8256,120.0,2.02,2.55,0.5299999999999998,2.284,0.2553599999999998,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.720000000000001,0.0,16.0,29.0,13.0,21.2,6.24,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,34.7633333333,29.793199999996,3.7182719999961606,25.92,0.0,0.799,0.4391999999999999,0.35136,0.799,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,29.76,29.3376,14.0,0.2468600779315258
Bi2Te0.9Se2.1,34.0,49.0,20.928000000000004,86.0,90.0,4.0,87.97999999999999,1.584000000000002,89.0,208.9804,139.72336,78.96,494.0,722.66,228.65999999999997,555.3188,60.24283200000001,494.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.8231999999999999,120.0,148.0,28.0,134.44,12.1296,120.0,2.02,2.55,0.5299999999999998,2.257,0.2461199999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.720000000000001,0.0,16.0,29.0,13.0,21.2,6.24,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,34.7633333333,30.323799999994,3.69919199999496,25.92,0.0,0.799,0.4191000000000001,0.33528,0.799,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,38.040000000000006,41.0256,14.0,0.2468600779315258
Bi2Te1.2Se1.8,34.0,49.0,20.064,86.0,90.0,4.0,88.04,1.6319999999999986,86.0,208.9804,142.64175999999998,208.9804,494.0,722.66,228.65999999999997,569.0384,73.73836800000001,544.4,15.0,16.0,1.0,15.6,0.4800000000000001,15.0,6.0,2.0,0.768,120.0,148.0,28.0,135.52,11.174399999999997,148.0,2.02,2.55,0.5299999999999998,2.23,0.2303999999999999,2.02,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.720000000000001,14.0,16.0,29.0,13.0,21.2,6.24,29.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,3.0,25.92,34.7633333333,30.854399999992,3.552767999994239,32.95,0.0,0.799,0.399,0.3192,0.0,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,46.32,50.7264,12.0,0.2468600779315258
Bi2Te1.5Se1.5,34.0,49.0,19.2,86.0,90.0,4.0,88.1,1.680000000000001,86.0,208.9804,145.56016,208.9804,494.0,722.66,228.65999999999997,582.758,83.94120000000001,544.4,15.0,16.0,1.0,15.6,0.4800000000000001,15.0,6.0,2.0,0.72,120.0,148.0,28.0,136.6,9.960000000000004,148.0,2.02,2.55,0.5299999999999998,2.2030000000000003,0.2082,2.02,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.719999999999999,14.0,16.0,29.0,13.0,21.2,6.239999999999999,29.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,3.0,25.92,34.7633333333,31.384999999989997,3.2789999999940007,32.95,0.0,0.799,0.3789,0.30312,0.0,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,54.6,58.44000000000001,12.0,0.25464221837358075
Bi2Te2.1Se0.9,34.0,49.0,17.472,86.0,90.0,4.0,88.22,1.7760000000000005,90.0,208.9804,151.39695999999998,127.6,494.0,722.66,228.65999999999997,610.1972,94.468752,722.66,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.6240000000000002,120.0,148.0,28.0,138.76,7.391999999999999,138.0,2.02,2.55,0.5299999999999998,2.149,0.1443599999999999,2.1,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.720000000000001,0.0,16.0,29.0,13.0,21.2,6.24,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,34.7633333333,32.446199999986,2.34943199999496,34.7633333333,0.0,0.799,0.3387,0.27096,0.464,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,71.16,67.9056,152.0,0.25464221837358075
Bi2Te2.4Se0.6,34.0,49.0,16.607999999999997,86.0,90.0,4.0,88.28,1.8239999999999992,90.0,208.9804,154.31536,127.6,494.0,722.66,228.65999999999997,623.9168,94.79347199999998,722.66,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.5759999999999998,120.0,148.0,28.0,139.84,6.5280000000000005,138.0,2.02,2.55,0.5299999999999998,2.122,0.1027199999999998,2.1,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.720000000000001,0.0,16.0,29.0,13.0,21.2,6.24,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,34.7633333333,32.976799999984,1.715071999983357,34.7633333333,0.0,0.799,0.3186,0.25488,0.464,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,79.44,69.6576,152.0,0.22314355131420976
Bi2Te2.7Se0.3,34.0,49.0,15.743999999999996,86.0,90.0,4.0,88.34,1.8719999999999992,90.0,208.9804,157.23376000000002,127.6,494.0,722.66,228.65999999999997,637.6364,91.825488,722.66,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.528,120.0,148.0,28.0,140.92000000000002,5.664000000000003,138.0,2.02,2.55,0.5299999999999998,2.095,0.0599999999999999,2.1,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.4800000000000001,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,5.6,6.720000000000001,0.0,16.0,29.0,13.0,21.2,6.24,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.4800000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.4800000000000001,2.0,25.92,34.7633333333,33.507399999982,1.3564079999834369,34.7633333333,0.0,0.799,0.2985,0.2387999999999999,0.464,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,87.72,69.4224,152.0,0.1823215567939546
Bi2Te2.97Se0.03,34.0,49.0,14.966399999999997,86.0,90.0,4.0,88.39399999999999,1.9152000000000016,90.0,208.9804,159.86031999999997,127.6,494.0,722.66,228.65999999999997,649.9840399999999,86.33904048,722.66,15.0,16.0,1.0,15.6,0.48,16.0,6.0,2.0,0.4847999999999997,120.0,148.0,28.0,141.892,4.886399999999998,138.0,2.02,2.55,0.5299999999999998,2.0706999999999995,0.0405600000000001,2.1,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.4799999999999998,4.0,10.0,10.0,0.0,9.999999999999998,1.7763568394002505e-15,10.0,0.0,14.0,5.599999999999999,6.719999999999999,0.0,16.0,29.0,13.0,21.2,6.239999999999998,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.4799999999999998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.4799999999999998,2.0,25.92,34.7633333333,33.9849399999802,0.9247312799839196,34.7633333333,0.0,0.799,0.28041,0.224328,0.464,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,95.172,67.51166399999998,152.0,0.13976194237515863
Bi2Te2SO10,8.0,75.0,22.986666666666668,86.0,90.0,4.0,87.33333333333333,0.7999999999999972,87.0,208.9804,57.68132,15.9994,54.8,722.66,667.86,231.36533333333333,235.42044444444448,54.8,15.0,16.0,1.0,15.866666666666667,0.2311111111111107,16.0,6.0,4.0,1.3333333333333333,66.0,148.0,82.0,89.13333333333334,30.84444444444445,66.0,2.02,3.44,1.42,3.0146666666666664,0.5671111111111112,3.44,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.8666666666666663,0.2311111111111111,4.0,0.0,10.0,10.0,2.6666666666666665,3.911111111111111,0.0,0.0,14.0,1.8666666666666667,3.2355555555555555,0.0,6.0,29.0,23.0,10.4,6.453333333333334,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.1333333333333333,0.2311111111111111,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.1333333333333333,0.2311111111111111,2.0,9.105,34.7633333333,16.81756944444,10.28342592592,9.105,0.0,2.202,0.2086666666666666,0.3338666666666666,0.0,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,34.53333333333333,36.05333333333333,12.0,1.5260563034950492
